cbo,dit,fanin,fanout,lcom,noc,loc,rfc,wmc,totalMethodsQty,protectedMethodsQty,publicMethodsQty,privateMethodsQty,finalFieldsQty,protectedFieldsQty,publicFieldsQty,privateFieldsQty,predicted_bug
10,3,0,10,0,0,56,9,4,3,0,3,0,1,0,0,1,0
3,2,0,3,0,0,5,2,1,1,0,1,0,0,0,0,0,1
1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
8,2,1,8,4,0,45,15,10,5,0,4,1,1,1,0,0,0
3,1,0,3,0,0,6,0,1,1,0,1,0,0,0,1,0,0
1,1,0,1,0,0,9,0,2,2,0,1,0,0,1,0,0,0
2,2,0,2,0,0,10,3,2,1,0,1,0,1,0,0,1,1
6,2,0,6,0,0,26,7,3,2,0,2,0,2,0,0,2,1
1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,1,0,12,0,3,3,0,2,1,0,1,0,0,1
0,1,0,0,1,0,8,0,2,2,0,2,0,0,0,1,0,0
8,2,0,8,4,0,26,4,7,4,0,4,0,1,1,0,0,1
8,10,1,8,0,0,61,2,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,6,0,1,1,0,1,0,1,0,1,0,1
4,2,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,1
2,1,0,2,1,0,9,0,2,2,0,1,1,0,1,0,0,1
3,1,2,3,0,0,3,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,8,4,1,1,0,1,0,0,0,1,0,1
0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1
17,4,3,17,19,0,83,14,21,14,0,14,0,2,0,0,2,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
7,3,0,7,0,0,49,9,4,3,0,3,0,1,1,0,0,0
10,3,2,10,85,0,488,48,96,14,3,7,4,4,2,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
8,2,0,8,4,0,16,2,5,4,0,4,0,1,1,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,9,0,2,2,0,1,0,0,1,0,0,0
6,1,0,6,0,0,3,0,1,1,0,0,0,0,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4,1,0,4,0,0,4,0,1,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,0,0,5,1,1,1,0,0,0,0,0,0,0,1
3,1,0,3,36,0,46,0,12,12,0,12,0,0,0,0,5,0
3,1,0,3,0,0,9,1,2,2,0,2,0,0,0,0,0,1
5,1,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0,1
2,1,0,2,0,0,5,1,1,1,0,0,0,0,0,0,0,1
2,1,0,2,0,0,12,0,0,0,0,0,0,0,0,10,0,0
2,1,0,2,0,0,4,0,1,1,0,1,0,0,0,0,0,1
2,2,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,9,0,2,2,0,1,0,0,1,0,0,0
3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,2,0,4,0,0,21,0,5,5,0,5,0,0,0,0,2,1
10,3,2,10,21,0,27,9,9,7,0,4,3,1,0,0,1,0
1,1,0,1,0,0,3,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,0,0,0
1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,1,1,3,0,0,21,5,6,6,0,6,0,1,0,0,1,0
3,2,1,3,1,0,8,2,2,2,0,2,0,0,0,0,0,0
7,1,0,7,0,0,48,7,5,5,0,5,0,1,0,0,1,0
2,1,0,2,0,0,14,0,3,3,0,3,0,2,0,0,2,1
0,1,0,0,0,0,8,1,2,2,0,1,1,0,0,0,1,1
1,1,0,1,0,0,15,0,4,4,0,4,0,0,0,0,0,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
15,1,4,15,0,0,191,10,56,36,0,35,1,16,14,0,2,0
101,3,300,101,26429,2,1622,207,385,270,23,244,3,7,16,0,1,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1
2,1,0,2,1,0,8,0,2,2,0,2,0,0,0,1,0,0
0,1,1,0,3,0,5,0,3,3,0,3,0,0,0,0,0,0
4,1,1,4,1,0,33,10,9,2,0,1,1,2,0,0,2,1
1,1,0,1,0,0,6,1,1,1,0,1,0,0,0,1,0,1
3,1,0,3,0,0,14,1,5,2,0,1,1,2,2,0,0,1
5,1,0,5,1,0,4,0,2,2,0,0,0,0,0,0,0,1
8,2,0,8,3,0,27,5,9,3,1,2,0,0,0,0,0,1
8,4,1,8,3,0,143,14,10,3,0,1,2,0,0,0,0,1
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,0,0,0
1,3,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4,1,0,4,0,0,8,1,2,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,0
4,2,0,4,1,0,9,1,2,2,0,2,0,0,0,0,0,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
6,2,0,6,0,0,62,12,4,4,0,4,0,2,0,0,0,1
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,4,2,1,1,0,1,0,0,0,0,0,1
10,1,0,10,1,0,14,3,4,2,0,2,0,0,0,0,0,1
2,1,0,2,0,0,5,1,1,1,0,1,0,0,0,0,0,1
6,5,0,6,3,0,44,10,10,6,1,5,0,1,1,0,0,0
6,4,17,6,18,0,49,11,12,9,0,9,0,1,0,0,3,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
11,1,0,11,1,0,14,3,4,2,0,2,0,0,0,0,0,1
4,1,0,4,1,0,4,0,2,2,0,0,0,0,0,0,0,1
1,1,4,1,1,0,4,0,2,2,0,2,0,0,0,0,0,0
2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,0,0,0
11,2,0,11,10,0,91,19,6,5,0,5,0,0,0,0,0,0
6,2,0,6,0,0,22,8,1,1,0,1,0,1,0,0,1,1
9,2,1,9,10,0,44,20,10,5,4,1,0,0,0,0,0,1
2,2,0,2,0,0,5,0,1,1,0,1,0,0,0,0,0,1
5,2,0,5,9,0,24,1,7,6,0,6,0,0,0,0,1,1
2,1,0,2,0,0,3,0,1,1,0,1,0,0,0,0,0,1
0,1,0,0,1,0,8,0,2,2,1,1,0,0,0,1,0,1
1,2,0,1,1,0,8,0,2,2,1,1,0,0,0,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
15,4,4,15,49,0,105,40,35,11,5,6,0,3,3,0,0,0
2,1,0,2,1,0,10,0,2,2,0,2,0,0,0,2,0,0
7,1,0,7,0,0,9,0,2,2,0,2,0,0,0,0,1,1
0,1,0,0,0,0,9,2,2,1,0,1,0,1,0,0,1,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
5,2,1,5,0,0,31,14,6,6,0,0,1,2,0,0,2,1
1,2,0,1,0,0,5,1,1,1,0,0,0,0,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,6,2,2,2,0,1,1,0,0,0,0,1
0,1,0,0,3,0,11,0,3,3,1,1,1,0,0,0,0,1
13,1,7,13,45,0,43,0,10,10,0,10,0,0,0,0,0,0
1,1,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0
3,1,0,3,36,0,46,0,12,12,0,12,0,0,0,0,5,0
4,1,6,4,0,0,3,0,1,1,0,1,0,0,0,0,0,0
20,7,1,20,136,0,286,47,20,17,0,16,1,1,0,0,1,0
3,1,0,3,0,0,15,9,1,1,0,1,0,0,0,0,0,1
2,2,0,2,1,0,8,0,2,2,0,2,0,0,0,1,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,15,0,4,4,0,4,0,0,0,0,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,1
0,1,0,0,0,0,8,2,3,1,0,1,0,0,0,0,0,1
2,1,0,2,0,0,8,0,1,1,0,1,0,0,2,0,0,0
1,1,0,1,0,0,9,2,2,1,0,1,0,0,0,0,0,1
3,4,0,3,1,0,7,0,2,2,1,1,0,0,0,0,0,0
1,1,0,1,0,0,5,1,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,5,1,1,1,0,1,0,0,0,0,0,1
2,2,0,2,0,0,5,0,1,1,0,1,0,0,0,0,0,1
10,3,0,10,0,0,89,7,9,9,0,9,0,1,0,0,1,0
0,1,0,0,1,0,16,0,2,2,0,2,0,0,0,8,0,0
11,11,0,11,1,0,116,12,2,2,0,2,0,1,0,0,1,0
1,1,0,1,1,0,10,1,2,2,0,2,0,0,0,0,0,0
1,1,0,1,1,0,9,0,2,2,0,2,0,0,0,1,0,0
5,1,0,5,0,0,14,1,3,3,0,3,0,0,0,0,0,1
7,2,1,7,1,0,27,7,2,2,0,1,1,0,0,0,0,1
5,4,1,5,6,0,19,4,6,4,0,4,0,1,0,0,1,0
12,11,0,12,0,0,125,7,2,2,0,2,0,3,0,0,3,1
4,2,0,4,1,0,11,4,3,2,0,2,0,0,0,0,0,1
5,2,0,5,0,0,14,9,1,1,0,1,0,0,0,0,0,1
2,4,0,2,0,0,6,1,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,7,0,1,1,0,1,0,0,1,0,0,0
5,1,0,5,0,0,6,1,1,1,0,0,0,0,0,0,1,1
4,2,0,4,0,0,11,6,1,1,0,1,0,0,0,0,0,1
4,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1
8,2,0,8,6,0,29,5,9,4,0,4,0,0,0,0,0,0
2,1,0,2,0,0,9,0,2,2,0,2,0,1,0,0,1,1
13,4,3,13,45,1,121,38,38,11,3,8,0,4,3,0,1,0
10,25,0,10,0,0,109,9,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,2,0,2,0,0,6,0,1,1,1,0,0,1,0,1,0,1
1,1,0,1,0,0,16,0,4,4,0,4,0,0,1,1,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4,1,1,4,1,0,28,9,3,2,1,1,0,2,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,0,1,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,8,0,2,2,0,2,0,0,0,1,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6,3,18,6,71,2,45,5,18,14,3,11,0,2,1,0,1,0
6,1,0,6,35,0,37,0,10,10,0,10,0,0,5,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3,2,0,3,0,0,16,4,1,1,0,1,0,1,0,0,1,1
0,1,0,0,1,0,8,0,2,2,0,2,0,0,0,0,1,1
1,1,0,1,1,0,9,0,2,2,0,1,0,0,0,2,0,0
0,1,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,1,0,9,0,2,2,0,2,0,0,1,0,0,0
3,1,10,3,21,0,13,2,7,7,0,0,0,0,0,0,0,1
2,1,0,2,0,0,6,0,1,1,0,1,0,1,0,0,0,1
5,2,0,5,0,0,13,7,3,1,0,1,0,0,0,0,0,1
7,2,0,7,0,0,44,11,2,1,0,0,0,0,0,0,0,1
2,1,0,2,0,0,7,0,1,1,0,1,0,0,0,0,0,1
9,2,0,9,0,0,92,7,4,4,0,4,0,1,0,0,1,0
4,2,0,4,3,0,13,4,3,3,0,1,0,1,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3,2,0,3,0,0,13,3,3,2,0,2,0,0,1,0,0,1
5,5,0,5,0,0,28,10,1,1,0,1,0,1,0,0,1,0
1,1,0,1,0,0,9,0,2,2,0,2,0,0,1,0,0,0
16,1,2,16,13,0,187,22,44,14,2,10,2,8,11,0,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
9,3,0,9,0,0,88,14,5,4,0,4,0,1,0,0,1,0
4,1,0,4,6,0,16,0,4,4,0,4,0,0,0,0,0,1
1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16,3,10,16,20,0,146,30,35,12,2,10,0,4,4,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,1,0,0
1,2,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
5,1,0,5,1,0,15,1,3,3,0,3,0,0,0,3,0,1
0,1,0,0,1,0,8,0,2,2,0,2,0,0,0,1,0,0
35,3,108,35,148,0,468,31,135,60,8,42,10,11,9,0,2,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
8,4,1,8,6,0,14,4,4,4,0,4,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,5,2,2,1,0,1,0,0,0,0,0,1
6,2,1,6,4,0,56,20,7,5,0,3,2,1,0,0,1,0
19,4,5,19,0,0,94,10,34,34,3,31,0,2,1,0,1,0
2,2,0,2,0,0,16,5,4,1,0,0,0,0,0,0,0,1
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,1,0,0
2,1,0,2,0,0,4,0,1,1,0,0,0,0,0,0,0,1
2,1,0,2,0,0,7,0,1,1,1,0,0,1,0,0,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,1,0,3,2,0,45,0,5,5,0,0,0,4,0,0,4,1
1,1,0,1,0,0,6,0,1,1,0,1,0,1,0,0,1,1
4,1,0,4,0,0,24,0,1,1,0,0,0,2,2,0,0,1
2,3,0,2,3,0,13,1,4,3,0,3,0,0,0,0,0,1
0,3,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0
4,1,3,4,6,1,9,0,4,4,0,4,0,1,0,0,1,0
3,1,6,3,3,1,11,0,3,3,0,3,0,0,0,0,0,0
1,1,0,1,0,0,9,0,2,2,0,2,0,0,0,0,1,1
3,2,0,3,1,0,16,2,2,2,0,2,0,0,0,0,0,0
2,2,0,2,0,0,9,0,2,2,0,2,0,0,1,0,0,0
10,1,5,10,111,0,194,41,69,18,0,4,8,13,0,0,13,1
3,2,0,3,1,0,8,1,2,2,1,1,0,0,0,0,0,1
12,1,0,12,105,0,46,3,15,15,0,15,0,0,0,0,0,0
6,5,0,6,6,0,22,5,5,4,0,4,0,0,0,0,0,1
4,1,4,4,1,0,22,0,2,2,0,2,0,0,0,0,0,0
3,2,0,3,0,0,17,2,4,2,0,2,0,1,0,0,1,1
8,4,0,8,6,0,14,4,4,4,0,4,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,1,0,10,0,2,2,0,2,0,0,0,2,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0
7,1,0,7,0,0,3,0,0,0,0,0,0,0,0,1,0,1
6,1,0,6,0,0,7,0,1,1,0,1,0,0,0,2,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,6,0,18,0,5,5,0,5,0,0,0,1,1,1
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,1,0,0
2,1,0,2,0,0,6,0,1,1,0,1,0,0,0,1,0,0
5,2,1,5,1,0,42,16,6,2,0,1,1,0,0,0,0,1
4,2,0,4,0,0,9,1,2,2,0,2,0,0,0,1,0,1
3,1,0,3,0,0,4,0,0,0,0,0,0,0,0,2,0,1
1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,2,0,3,0,0,4,0,0,0,0,0,0,0,0,2,0,1
0,1,0,0,1,0,8,0,2,2,0,2,0,0,0,0,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
7,3,5,7,53,2,36,3,12,11,2,9,0,2,0,1,1,0
4,1,0,4,0,0,39,5,4,2,0,2,0,1,0,0,1,1
1,1,0,1,0,0,9,0,2,2,0,2,0,0,0,0,1,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
8,3,0,8,0,0,71,8,5,4,0,4,0,1,0,0,1,0
0,1,0,0,2,0,16,0,4,4,0,4,0,0,0,0,2,1
1,2,0,1,0,0,6,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,2,0,1,0,0,6,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
6,2,0,6,0,0,55,10,2,2,0,2,0,1,0,0,1,1
5,2,0,5,0,0,51,24,5,5,0,5,0,3,0,0,3,1
6,2,0,6,0,0,113,10,7,5,0,5,0,1,0,0,1,0
6,1,1,6,15,0,67,17,6,6,0,4,2,0,0,0,0,0
4,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,19,0,5,5,0,5,0,0,0,0,2,1
1,1,0,1,0,0,11,3,3,2,0,2,0,0,0,0,0,1
2,1,0,2,0,0,6,1,3,1,0,1,0,0,0,0,0,1
4,1,0,4,0,0,17,0,6,5,0,5,0,0,0,1,0,1
1,1,0,1,0,0,5,1,1,1,0,0,0,0,0,0,0,1
16,17,0,16,0,0,146,20,11,11,0,11,0,1,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,4,0,2,1,0,9,0,2,2,0,2,0,1,0,0,1,0
2,1,0,2,1,0,9,0,2,2,0,2,0,0,0,2,0,0
2,1,0,2,2,0,16,2,4,4,1,3,0,0,2,0,0,1
0,1,0,0,0,0,12,0,3,3,0,3,0,0,0,0,1,1
10,2,2,10,13,0,93,24,24,6,0,1,3,3,0,0,3,1
1,1,0,1,0,0,5,0,1,1,0,0,0,1,0,1,0,1
3,2,0,3,1,0,12,4,3,2,0,2,0,0,0,0,0,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,0,0,14,0,3,3,0,3,0,0,0,0,2,1
3,1,0,3,0,0,7,0,1,1,0,1,0,1,0,1,0,1
3,1,0,3,0,0,6,0,1,1,0,0,1,1,1,0,0,1
3,1,0,3,0,0,7,1,1,1,0,0,0,0,0,1,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,0,0,6,0,1,1,1,0,0,0,0,1,0,1
0,1,0,0,0,0,8,0,2,2,0,1,0,0,0,1,0,0
4,2,0,4,0,0,14,2,1,1,0,1,0,1,0,0,1,1
5,2,0,5,1,0,78,4,36,2,0,1,0,0,0,0,0,1
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
15,5,0,15,0,0,146,14,10,10,0,10,0,1,0,0,1,0
3,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,5,0,1,1,0,0,0,1,0,1,0,1
3,1,0,3,1,0,12,0,2,2,0,2,0,0,0,3,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,12,0,3,3,0,3,0,1,0,0,0,1
5,2,0,5,0,0,5,0,1,1,0,1,0,0,0,0,0,1
2,1,0,2,1,0,6,0,2,2,0,2,0,0,0,0,0,0
1,1,0,1,55,0,46,0,11,11,0,11,0,0,11,0,0,0
26,3,10,26,3517,0,1398,111,223,91,7,79,5,1,17,0,0,1
5,2,0,5,0,0,29,9,1,1,0,1,0,1,0,0,1,1
9,3,1,9,1,0,30,7,2,2,0,0,0,0,0,0,0,1
3,3,0,3,0,0,7,1,1,1,0,1,0,2,0,1,1,1
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,1,0,0
0,4,1,0,0,0,6,0,1,1,0,1,0,1,0,0,1,0
3,2,0,3,1,0,10,1,2,2,0,2,0,0,0,1,0,0
3,1,0,3,0,0,15,1,4,3,0,3,0,0,1,0,0,1
2,1,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0
5,1,0,5,0,0,23,4,8,5,0,5,0,2,0,0,2,1
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
8,3,0,8,1,0,73,14,2,2,0,2,0,0,0,0,0,0
8,3,0,8,0,0,59,12,4,4,0,3,0,1,0,0,1,0
1,1,0,1,0,0,6,0,1,1,0,1,0,0,1,0,0,0
3,1,0,3,0,0,6,1,1,0,0,0,0,0,0,1,0,1
0,1,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0
4,2,0,4,0,0,4,0,1,1,0,1,0,0,0,0,0,1
1,1,0,1,1,0,17,0,2,2,0,2,0,0,0,2,0,0
5,1,0,5,0,0,28,6,8,5,0,3,1,1,0,0,3,1
10,4,3,10,100,0,80,9,21,16,6,10,0,2,1,0,1,0
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,3,2,5,3,0,13,0,3,3,0,3,0,2,0,1,1,0
1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,1,0,2,0,0,6,2,1,0,0,0,0,0,0,1,0,1
8,1,0,8,0,0,76,9,25,8,0,7,1,6,0,5,1,1
2,1,0,2,0,0,7,0,1,1,1,0,0,1,0,0,0,1
6,1,0,6,0,0,31,22,1,1,0,1,0,1,0,0,1,1
5,1,5,5,1,0,22,0,2,2,0,0,0,0,0,0,0,0
2,1,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0
1,1,0,1,0,0,4,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,7,0,1,1,0,1,0,0,0,1,0,0
6,2,0,6,0,0,10,0,1,1,0,1,0,0,0,0,0,1
1,1,1,1,0,0,22,2,5,5,0,5,0,3,0,0,3,1
9,1,3,9,4,0,29,11,7,4,1,3,0,1,1,0,1,0
0,1,0,0,1,0,6,2,2,2,0,1,1,0,0,0,0,1
3,1,0,3,1,0,8,0,2,2,1,1,0,0,0,1,0,1
0,1,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
8,6,1,8,17,0,48,10,7,7,0,4,3,2,0,0,2,0
11,4,0,11,0,0,104,11,6,6,0,6,0,2,0,0,2,1
2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4,2,0,4,0,0,6,3,1,1,0,1,0,1,0,0,1,1
1,1,0,1,0,0,7,0,1,1,0,1,0,0,0,2,0,0
13,2,1,13,0,0,385,30,46,16,0,13,3,3,0,0,3,0
5,1,0,5,0,0,20,7,1,1,0,1,0,1,0,0,1,1
3,1,0,3,0,0,5,1,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,12,0,3,3,0,3,0,0,0,0,1,1
3,1,0,3,4,0,17,1,4,4,0,3,1,0,0,0,0,1
3,1,0,3,0,0,7,4,3,1,0,1,0,0,0,0,0,1
6,1,5,6,0,2,12,3,5,2,0,2,0,0,0,1,0,0
3,1,26,3,0,0,3,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,1,0,8,0,2,2,0,2,0,0,0,0,0,0
9,2,0,9,4,0,17,4,5,5,0,2,0,1,0,0,1,1
3,1,0,3,0,0,13,1,3,2,0,2,0,0,0,1,0,1
3,1,3,3,1,0,13,5,4,2,0,2,0,1,0,0,1,0
2,1,0,2,0,0,9,1,2,1,0,1,0,0,0,0,0,1
5,5,2,5,10,0,22,6,7,5,1,4,0,1,0,1,0,0
1,4,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,9,0,2,2,0,2,0,0,0,0,1,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
9,4,0,9,6,0,61,25,16,4,0,4,0,1,0,1,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,3,0,2,0,0,10,0,1,1,0,1,0,0,0,0,0,0
4,1,3,4,6,1,22,3,7,4,0,4,0,1,0,0,1,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,1,0,3,0,0,5,0,1,1,0,1,0,0,0,0,0,1
3,1,0,3,0,0,14,0,3,3,0,3,0,2,0,0,2,1
0,1,0,0,0,0,5,0,1,1,0,0,0,1,0,1,0,1
15,3,0,15,66,0,206,28,24,24,0,24,0,1,0,0,1,0
25,10,1,25,20,0,310,60,22,17,0,16,1,2,0,0,1,0
0,1,0,0,0,0,9,0,2,2,0,0,0,1,0,0,0,1
2,1,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0
3,1,0,3,0,0,31,4,1,1,0,1,0,0,0,0,0,0
9,2,2,9,41,0,108,38,30,11,4,7,0,5,4,0,1,0
2,1,0,2,0,0,6,0,1,1,0,1,0,0,0,1,0,0
2,2,0,2,0,0,5,0,1,1,0,0,1,1,0,0,0,1
