cbo;dit;fanin;fanout;lcom;noc;loc;rfc;wmc;totalMethodsQty;protectedMethodsQty;publicMethodsQty;privateMethodsQty;finalFieldsQty;protectedFieldsQty;publicFieldsQty;privateFieldsQty;bugs
7;3;4;7;31;3;156;29;34;11;3;8;0;6;0;0;9;1
2;1;0;2;0;0;5;0;1;1;0;1;0;0;0;0;0;1
13;4;1;13;19;0;123;21;25;7;1;4;2;5;0;0;5;1
1;1;0;1;0;0;24;2;6;4;0;3;0;2;0;0;2;1
6;2;12;6;0;8;118;19;23;3;1;2;0;5;0;0;5;1
6;2;4;6;0;0;30;9;8;5;0;5;0;0;0;0;1;1
8;3;3;8;4;0;179;16;41;4;1;2;1;4;0;0;4;1
7;1;3;7;36;0;787;60;205;48;0;40;8;7;0;0;8;1
7;2;0;7;0;0;27;4;5;3;0;3;0;3;0;0;3;1
3;3;1;3;10;0;30;10;6;5;1;4;0;1;0;0;1;1
0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
7;1;0;7;0;0;13;5;2;1;1;0;0;0;0;0;0;1
5;1;0;5;0;0;10;2;2;1;1;0;0;0;0;0;0;1
7;1;0;7;0;0;13;5;2;1;1;0;0;0;0;0;0;1
3;1;0;3;0;0;5;2;1;1;1;0;0;0;0;0;0;1
12;5;1;12;24;0;157;37;44;12;3;6;3;6;0;0;6;1
2;1;0;2;0;0;5;0;1;1;0;1;0;0;0;0;0;1
15;1;4;15;24;0;511;30;118;17;0;13;4;6;0;0;6;1
8;1;3;8;81;1;83;10;22;14;4;9;1;2;0;0;2;1
4;1;0;4;0;0;18;3;4;4;1;3;0;2;0;0;2;1
13;4;4;13;12;0;188;25;44;13;0;12;1;5;0;0;15;1
16;1;7;16;9;0;113;20;17;7;0;6;1;2;0;0;2;1
16;2;35;16;0;0;564;39;145;66;2;64;0;2;0;0;3;1
2;1;0;2;0;0;48;0;1;1;1;0;0;0;0;0;0;1
1;4;0;1;0;0;10;0;2;2;0;1;0;2;0;0;2;1
15;1;13;15;180;2;195;56;47;25;8;17;0;1;5;0;5;1
7;1;3;7;0;1;69;11;21;12;1;11;0;1;0;0;2;1
10;1;3;10;102;0;339;20;94;32;0;30;2;1;0;0;9;1
2;1;0;2;0;0;16;0;1;1;0;0;0;6;0;0;6;1
1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1
11;3;3;11;303;0;462;40;109;47;2;43;2;5;0;1;4;1
9;1;9;9;3252;1;1697;80;507;113;16;95;2;22;4;8;14;1
4;1;0;4;0;0;11;3;2;1;0;1;0;0;0;0;0;1
13;7;2;13;0;0;1644;32;336;13;1;2;10;17;0;3;34;1
22;4;1;22;720;0;688;81;149;40;2;6;32;10;0;0;45;1
17;5;1;17;9;0;102;19;24;6;2;3;1;2;0;0;2;1
11;1;1;11;13;0;198;23;46;10;0;9;1;6;0;0;7;1
4;1;0;4;0;0;15;5;3;1;0;1;0;1;0;0;1;1
5;3;2;5;3;0;16;2;4;3;0;2;1;0;0;0;0;1
4;3;0;4;6;0;36;7;7;4;1;3;0;1;0;0;1;1
11;1;15;11;76;0;92;13;21;16;8;7;1;2;0;0;9;1
20;1;9;20;946;0;487;35;148;44;0;43;1;0;0;0;0;1
14;2;3;14;7;0;95;19;19;7;0;6;1;5;0;0;5;1
3;2;0;3;0;0;15;3;4;4;1;3;0;1;0;0;1;1
14;1;8;14;554;3;297;43;62;40;0;39;1;0;0;0;18;1
0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
10;3;4;10;1;3;126;11;36;7;4;3;0;2;1;0;2;1
0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
6;1;0;6;8;0;60;7;16;5;0;2;2;1;0;0;1;1
11;3;2;11;0;0;198;16;45;9;1;7;1;5;0;0;6;1
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;1
0;1;0;0;0;0;8;0;1;1;0;0;0;0;0;0;2;1
3;1;2;3;0;0;164;44;41;19;0;19;0;1;0;0;1;1
10;1;2;10;36;0;113;17;28;13;0;12;1;2;0;0;2;1
0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1
1;4;0;1;0;0;7;1;1;1;0;0;0;2;0;0;2;1
4;1;1;4;2;0;79;5;17;4;0;4;0;1;0;0;2;1
0;1;0;0;1;0;4;0;2;2;0;0;0;0;0;0;0;1
19;1;9;19;156;0;272;56;83;37;31;4;0;0;0;0;5;1
7;3;3;7;152;2;269;54;71;21;12;9;0;1;0;0;9;1
17;1;9;17;183;0;448;67;160;42;34;4;1;0;0;0;7;1
2;1;0;2;0;0;16;3;5;4;3;0;0;0;0;0;1;1
2;1;0;2;0;0;19;4;5;4;3;0;0;0;0;0;1;1
2;1;0;2;0;0;28;5;6;3;2;0;0;0;0;0;3;1
1;2;1;1;215;0;407;39;130;34;27;7;0;0;0;12;6;1
1;1;0;1;3;0;13;3;4;3;3;0;0;0;0;0;0;1
1;1;0;1;4;0;29;8;7;4;3;1;0;0;0;0;0;1
3;2;0;3;6;0;53;6;21;9;8;0;0;0;0;0;2;1
2;2;0;2;28;0;23;5;8;8;7;0;0;0;0;0;0;1
2;1;11;2;118;0;136;37;52;16;11;5;0;0;0;0;5;1
6;3;2;6;21;0;74;16;11;7;7;0;0;0;0;0;0;1
1;2;0;1;1;0;13;5;2;2;0;1;0;0;0;0;1;1
1;2;0;1;1;0;12;5;2;2;0;1;0;0;0;0;1;1
4;2;0;4;0;0;20;8;3;1;1;0;0;0;0;0;4;1
0;1;0;0;0;0;22;4;5;4;3;0;0;0;0;0;2;1
4;2;0;4;0;0;23;9;5;1;1;0;0;0;0;0;4;1
8;1;17;8;1643;0;579;105;170;58;53;4;0;0;0;4;6;1
12;3;1;12;136;0;111;14;17;17;17;0;0;14;0;16;0;1
3;1;0;3;6;0;14;3;4;4;3;0;0;1;0;0;0;1
1;1;0;1;1;0;12;1;3;3;2;0;0;0;0;0;1;1
4;2;2;4;1;0;68;12;27;3;3;0;0;0;0;0;1;1
4;1;1;4;105;0;198;36;61;15;14;1;0;0;0;0;0;1
1;1;0;1;0;0;21;3;5;3;2;0;0;0;0;0;2;1
22;1;25;22;27019;0;2548;192;870;243;234;9;0;0;0;5;3;1
3;1;0;3;0;0;20;7;4;3;2;0;0;0;0;0;4;1
0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
6;1;1;6;1768;0;488;51;146;60;53;7;0;0;0;11;1;1
4;1;0;4;0;0;48;9;15;4;0;2;0;0;0;0;2;1
3;1;0;3;6;0;14;3;4;4;3;0;0;1;0;0;0;1
3;1;0;3;1;0;28;3;5;3;2;0;0;0;0;0;1;1
0;1;0;0;0;0;9;4;1;0;0;0;0;0;0;0;2;1
13;4;20;13;5273;0;1319;96;381;150;145;3;2;0;2;0;3;1
3;1;0;3;0;0;48;4;11;4;2;0;0;0;0;0;1;1
19;8;30;19;5848;18;961;84;211;113;23;0;87;0;0;7;22;1
22;1;36;22;64947;0;3099;290;1031;374;366;6;0;0;0;24;0;1
1;1;0;1;0;0;12;2;3;3;2;0;0;0;0;0;1;1
1;1;0;1;0;0;5;0;1;1;0;0;1;0;0;0;0;1
1;2;1;1;0;0;44;9;10;2;2;0;0;0;0;0;4;1
3;1;0;3;4;0;20;4;5;4;3;0;0;1;0;0;1;1
1;3;0;1;0;0;25;5;5;2;0;0;1;0;0;0;1;1
1;2;0;1;1;0;10;2;2;2;0;1;0;0;0;0;1;1
3;1;0;3;6;0;19;4;5;4;3;0;0;1;0;0;0;1
2;1;0;2;0;0;19;4;5;4;3;0;0;0;0;0;1;1
3;1;0;3;4;0;23;5;6;4;3;0;0;1;0;0;1;1
3;2;0;3;3;0;17;4;5;3;1;0;1;0;0;0;0;1
3;1;0;3;0;0;20;3;5;4;3;0;0;0;0;0;2;1
5;1;2;5;161;0;208;63;29;19;12;3;0;0;0;123;2;1
0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
1;2;0;1;1;0;9;1;2;2;0;1;0;0;0;0;1;1
2;1;0;2;0;0;15;3;4;4;3;0;0;0;0;0;1;1
1;2;0;1;1;0;10;2;2;2;0;1;0;0;0;0;1;1
7;2;4;7;172;0;143;29;42;41;38;0;3;0;0;4;4;1
1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1
0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
24;1;12;24;325;0;764;58;112;31;17;7;5;0;0;4;9;1
4;1;12;4;15;10;54;14;15;6;6;0;0;3;0;0;0;1
11;2;0;11;253;0;152;55;41;23;10;7;5;0;0;0;2;1
1;1;2;1;52;0;52;2;13;12;12;0;0;0;0;0;10;1
1;2;0;1;1;0;8;0;2;2;0;1;0;0;0;0;1;1
10;1;7;10;2199;0;745;74;278;67;62;5;0;0;0;21;0;1
6;1;5;6;5;0;71;8;17;11;1;8;2;0;0;0;4;1
1;1;2;1;3;0;21;5;6;3;0;2;1;0;0;0;0;1
4;3;1;4;24;0;52;7;9;9;0;8;1;0;0;0;0;1
2;1;1;2;6;0;52;9;10;5;0;4;1;0;0;0;2;1
18;1;11;18;145;0;140;47;38;18;0;15;3;0;0;0;2;1
1;1;3;1;15;0;35;10;13;6;0;1;1;0;0;0;0;1
14;2;1;14;45;0;68;20;10;10;0;9;1;0;0;0;0;1
2;1;1;2;0;0;5;6;1;1;0;1;0;0;0;0;0;1
11;4;2;11;21;2;47;8;8;7;0;7;0;0;0;0;0;1
21;2;5;21;620;0;198;46;55;36;0;30;5;0;0;0;4;1
7;1;2;7;1;0;14;7;4;2;0;2;0;0;0;0;1;1
6;1;3;6;37;0;116;28;39;11;0;2;9;0;0;0;2;1
11;2;2;11;10;0;48;30;10;5;0;1;4;0;0;0;1;1
4;1;9;4;3;0;104;25;33;3;0;1;0;0;0;0;1;1
30;2;61;30;997;1;209;48;65;58;0;57;1;0;0;6;0;1
6;2;0;6;36;0;78;6;9;9;0;9;0;0;0;0;0;1
3;1;3;3;0;0;45;9;14;10;0;10;0;0;0;0;2;1
2;1;1;2;0;0;15;3;6;4;0;4;0;0;0;0;1;1
11;2;1;11;36;0;56;28;9;9;0;9;0;0;0;0;0;1
11;1;10;11;5;0;87;24;23;14;0;12;2;0;0;0;2;1
42;1;4;42;231;0;198;62;49;22;0;19;3;0;0;0;1;1
16;2;2;16;231;0;174;35;24;22;0;20;2;0;0;0;0;1
7;1;0;7;0;0;36;6;5;5;0;5;0;0;0;0;2;1
1;1;0;1;15;0;65;8;6;6;0;6;0;0;0;0;0;1
4;1;1;4;0;0;49;2;2;1;0;1;0;0;0;0;2;1
3;1;2;3;15;0;64;26;22;6;0;3;3;0;0;0;0;1
1;1;5;1;0;0;23;3;8;5;0;4;1;0;0;0;2;1
5;2;1;5;6;0;23;10;4;4;0;3;1;0;0;0;0;1
12;2;0;12;0;0;103;26;19;19;0;19;0;0;0;0;3;1
12;1;2;12;21;0;80;39;23;7;0;1;6;0;0;0;0;1
11;1;0;11;0;0;42;10;12;11;0;10;0;0;0;0;1;1
8;2;0;8;0;0;18;6;1;1;0;1;0;0;0;0;1;1
13;2;3;13;45;2;87;41;17;10;1;1;8;0;0;0;1;1
5;2;0;5;0;0;30;4;6;6;0;6;0;0;0;0;2;1
11;2;1;11;43;0;93;34;14;14;0;14;0;0;0;0;2;1
6;1;55;6;45;0;12;0;10;10;0;0;0;0;0;0;0;1
7;1;0;7;3;0;21;11;4;3;0;3;0;0;0;0;0;1
41;1;34;41;3993;0;367;72;119;90;0;80;10;0;0;0;1;1
4;2;0;4;1;0;8;3;2;2;0;2;0;0;0;0;0;1
5;2;0;5;0;0;22;3;1;1;0;1;0;0;0;0;0;1
6;2;2;6;80;0;105;30;19;17;0;14;3;0;0;0;1;1
12;7;7;12;108;12;358;36;43;16;5;7;4;0;1;0;0;1
4;1;9;4;3;0;5;0;3;3;0;0;0;0;0;0;0;1
